outcome,pnl_dollars,exit_time_seconds,max_mfe_dollars,max_mae_dollars,pos_id,strategy,tp_setting,time_limit,actual_pl_norm
TIME_EXIT,-0.18920000000000073,1740,0.03369999999999891,0.23750000000000002,967537507,HR10,0.4,29,0.25000000000000006
TIME_EXIT,-0.15770000000000436,1740,-0.0009000000000014552,0.2280000000000018,967734728,HR10,0.4,29,-17.790000000000003
TIME_EXIT,0.15260000000000218,1740,0.1599499999999989,0.008449999999993452,968001869,HR10,0.4,29,0.05
TIME_EXIT,-0.11330000000000837,1740,0.04284999999999855,0.13199999999999817,968013226,HR10,0.4,29,0.33
TIME_EXIT,0.12920000000000983,1740,0.1781500000000051,0.003249999999998181,968058727,HR10,0.4,29,0.8699999999999999
TIME_EXIT,-0.1356999999999971,1740,0.016849999999994907,0.1500500000000011,968069914,HR10,0.4,29,0.45
TIME_EXIT,-0.17730000000000473,1740,0.005849999999991269,0.251850000000004,968266860,HR10,0.4,29,-0.75
TIME_EXIT,-0.15359999999999674,1740,0.031249999999990907,0.22645000000000437,968272082,HR10,0.4,29,1.7899999999999998
TIME_EXIT,0.005399999999999636,1800,0.06904999999999746,0.026950000000006184,961157547,MH,0.4,30,0.36000000000000004
TIME_EXIT,0.0028999999999996364,1800,0.07655000000000654,0.008599999999996727,961190682,MH,0.4,30,0.68
TIME_EXIT,0.05150000000000546,1800,0.07455000000000837,0.019149999999999636,961204403,MH,0.4,30,0.38000000000000006
TIME_EXIT,-0.00925000000000182,1800,0.0625,0.05124999999999091,961254178,MH,0.4,30,0.19
TIME_EXIT,-0.18414999999999965,1800,0.07684999999999491,0.2019499999999971,961291757,MH,0.4,30,0.32
TIME_EXIT,0.22404999999999745,1800,0.26284999999999853,0.02414999999999054,961328664,MH,0.4,30,0.4600000000000001
TIME_EXIT,-0.18674999999999273,1800,0.010950000000002546,0.20024999999999638,961377494,MH,0.4,30,0.53
TIME_EXIT,-0.15054999999999383,1800,0.03735000000000582,0.19945000000000618,961764204,MH,0.4,30,0.74
TIME_EXIT,0.1349499999999989,1800,0.22455000000000838,0.012250000000003638,961778065,MH,0.4,30,0.67
TIME_EXIT,-0.08764999999999418,1800,0.008599999999996727,0.14859999999999673,962007261,MH,0.4,30,0.49000000000000005
TIME_EXIT,0.19155000000000655,1800,0.19155000000000655,0.01944999999999709,967505281,MH,0.4,30,0.4800000000000001
